"result","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","spore.print.color","population","habitat"
"edible","x","s","w","t","a","f","c","b","n","e","s","s","w","w","p","w","o","p","n","s","m"
"edible","b","f","g","f","n","f","w","b","w","e","k","s","w","w","p","w","t","p","w","s","g"
"poison","f","s","w","t","f","f","c","b","p","t","s","s","w","w","p","w","o","p","h","s","g"
"poison","f","s","n","f","s","f","c","n","b","t","s","s","w","p","p","w","o","e","w","v","p"
"poison","x","f","g","f","c","f","c","n","u","e","s","s","w","w","p","w","o","p","n","v","d"
"poison","f","s","n","f","y","f","c","n","b","t","k","s","w","p","p","w","o","e","w","v","l"
"poison","k","s","n","f","s","f","c","n","b","t","s","k","w","w","p","w","o","e","w","v","p"
"edible","x","f","g","f","n","f","w","b","k","t","f","s","w","w","p","w","o","e","n","s","g"
"edible","k","f","g","f","n","f","w","b","g","e","k","k","w","w","p","w","t","p","w","n","g"
"edible","k","s","n","f","n","a","c","b","n","e","s","s","o","o","p","o","o","p","b","c","l"
"edible","b","f","g","f","n","f","w","b","w","e","s","k","w","w","p","w","t","p","w","s","g"
"edible","f","f","n","t","n","f","c","b","u","t","s","s","w","g","p","w","o","p","k","y","d"
"edible","x","s","y","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","k","n","m"
"edible","f","y","g","t","n","f","c","b","n","t","s","s","w","p","p","w","o","p","k","v","d"
"poison","x","y","g","f","f","f","c","b","h","e","k","k","b","p","p","w","o","l","h","v","p"
"poison","x","y","n","f","y","f","c","n","b","t","s","s","p","p","p","w","o","e","w","v","p"
"poison","x","s","n","f","s","f","c","n","b","t","s","k","w","w","p","w","o","e","w","v","d"
"edible","f","y","n","t","n","f","c","b","p","t","s","s","p","w","p","w","o","p","n","v","d"
"edible","x","y","p","t","n","f","c","b","e","e","s","s","e","w","p","w","t","e","w","c","w"
"poison","x","y","y","f","f","f","c","b","h","e","k","k","p","p","p","w","o","l","h","y","d"
"edible","x","y","n","t","n","f","c","b","w","t","s","s","w","g","p","w","o","p","k","y","d"
"edible","x","y","n","t","n","f","c","b","p","t","s","s","g","w","p","w","o","p","k","v","d"
"edible","x","s","y","t","a","f","w","n","w","t","s","s","w","w","p","w","o","p","u","v","d"
"edible","x","y","n","t","n","f","c","b","w","t","s","s","p","g","p","w","o","p","k","v","d"
"edible","x","s","y","t","l","f","c","b","n","e","s","s","w","w","p","w","o","p","n","s","g"
"edible","b","y","w","t","l","f","c","b","k","e","s","s","w","w","p","w","o","p","n","n","g"
"edible","x","y","e","t","n","f","c","b","w","e","s","s","w","w","p","w","t","e","w","c","w"
"poison","x","f","w","f","c","f","w","n","u","e","s","s","w","w","p","w","o","p","k","s","d"
"edible","x","f","e","t","n","f","c","b","w","t","s","s","w","g","p","w","o","p","k","v","d"
"poison","x","s","w","t","p","f","c","n","w","e","s","s","w","w","p","w","o","p","k","s","u"
"poison","x","y","n","t","p","f","c","n","w","e","s","s","w","w","p","w","o","p","k","s","g"
"poison","x","y","n","f","f","f","c","n","b","t","s","k","p","w","p","w","o","e","w","v","l"
"edible","x","f","n","t","n","f","c","b","p","t","s","s","p","w","p","w","o","p","n","y","d"
"poison","x","f","g","f","f","f","c","b","h","e","k","k","n","n","p","w","o","l","h","v","p"
"edible","k","y","b","t","n","f","c","b","w","e","s","s","e","w","p","w","t","e","w","c","w"
"edible","f","y","y","t","l","f","c","b","n","e","s","y","w","w","p","w","o","p","n","s","p"
"edible","b","f","w","f","n","f","w","b","p","e","k","k","w","w","p","w","t","p","w","n","g"
"edible","f","f","e","t","n","f","c","b","p","t","s","s","g","g","p","w","o","p","n","y","d"
"poison","f","y","e","f","y","f","c","n","b","t","s","k","w","p","p","w","o","e","w","v","p"
"poison","f","f","y","f","f","f","c","b","h","e","k","k","b","n","p","w","o","l","h","v","d"
"edible","f","y","e","t","n","f","c","b","n","t","s","s","g","w","p","w","o","p","k","y","d"
"poison","x","y","e","f","s","f","c","n","b","t","k","s","w","p","p","w","o","e","w","v","p"
"edible","x","y","w","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","n","n","g"
"poison","f","y","y","f","f","f","c","b","h","e","k","k","p","n","p","w","o","l","h","v","g"
"poison","x","f","y","f","f","f","c","b","p","e","k","k","b","n","p","w","o","l","h","v","d"
"edible","b","s","y","t","a","f","c","b","n","e","s","s","w","w","p","w","o","p","k","s","g"
"edible","b","y","y","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","k","n","g"
"poison","x","s","g","t","f","f","c","b","p","t","f","f","w","w","p","w","o","p","h","s","g"
"edible","x","y","n","t","n","f","c","b","u","t","s","s","p","p","p","w","o","p","k","y","d"
"poison","f","y","e","f","s","f","c","n","b","t","s","s","p","p","p","w","o","e","w","v","l"
"edible","f","f","e","t","n","f","c","b","u","t","s","s","p","w","p","w","o","p","k","v","d"
"poison","x","y","n","f","s","f","c","n","b","t","k","k","w","w","p","w","o","e","w","v","d"
"edible","f","y","g","t","n","f","c","b","u","t","s","s","p","w","p","w","o","p","n","y","d"
"poison","f","y","e","f","y","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","d"
"poison","x","s","n","f","s","f","c","n","b","t","s","s","p","w","p","w","o","e","w","v","l"
"edible","x","f","y","t","a","f","w","n","w","t","s","s","w","w","p","w","o","p","u","v","d"
"edible","x","f","e","t","n","f","c","b","u","t","s","s","g","w","p","w","o","p","n","v","d"
"edible","x","y","y","t","l","f","c","b","w","e","s","s","w","w","p","w","o","p","k","n","g"
"poison","x","s","g","f","c","f","c","n","n","e","s","s","w","w","p","w","o","p","n","v","d"
"edible","f","f","e","t","n","f","c","b","u","t","s","s","w","g","p","w","o","p","k","y","d"
"poison","x","f","y","f","f","f","c","b","h","e","k","k","p","p","p","w","o","l","h","y","g"
"edible","f","f","g","t","n","f","c","b","n","t","s","s","w","w","p","w","o","p","n","y","d"
"poison","x","s","n","f","y","f","c","n","b","t","s","k","p","p","p","w","o","e","w","v","d"
"poison","f","s","w","t","f","f","c","b","h","t","s","f","w","w","p","w","o","p","h","s","u"
"poison","x","s","e","f","y","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","p"
"edible","x","y","p","t","n","f","c","b","w","e","s","s","w","w","p","w","t","p","w","y","p"
"edible","f","s","n","f","n","f","w","b","p","t","f","s","w","w","p","w","o","e","n","s","g"
"edible","f","s","w","f","n","f","w","b","p","t","s","s","w","w","p","w","o","e","k","s","g"
"poison","f","y","n","t","p","f","c","n","w","e","s","s","w","w","p","w","o","p","k","s","g"
"poison","f","f","y","f","f","f","c","b","p","e","k","k","p","p","p","w","o","l","h","y","p"
"edible","f","s","w","f","n","f","w","b","k","t","f","s","w","w","p","w","o","e","n","s","g"
"edible","f","f","n","f","n","f","w","b","h","t","s","s","w","w","p","w","o","e","k","s","g"
"edible","f","y","g","t","n","f","c","b","u","t","s","s","g","w","p","w","o","p","n","v","d"
"edible","k","s","b","t","n","f","c","b","e","e","s","s","e","w","p","w","t","e","w","c","w"
"edible","f","f","w","f","n","f","w","b","h","t","s","f","w","w","p","w","o","e","n","a","g"
"poison","x","y","w","t","p","f","c","n","p","e","s","s","w","w","p","w","o","p","n","v","g"
"poison","f","s","n","f","s","f","c","n","b","t","k","s","w","w","p","w","o","e","w","v","d"
"poison","k","y","n","f","s","f","c","n","b","t","k","k","w","w","p","w","o","e","w","v","d"
"poison","k","y","e","f","y","f","c","n","b","t","s","s","p","w","p","w","o","e","w","v","d"
"poison","x","y","y","f","f","f","c","b","h","e","k","k","p","n","p","w","o","l","h","y","g"
"edible","f","f","g","t","n","f","c","b","w","t","s","s","w","w","p","w","o","p","n","y","d"
"poison","x","s","w","t","f","f","c","b","p","t","s","s","w","w","p","w","o","p","h","s","u"
"edible","x","f","g","t","n","f","c","b","p","t","s","s","p","w","p","w","o","p","k","v","d"
"edible","b","y","y","t","a","f","c","b","k","e","s","s","w","w","p","w","o","p","k","n","m"
"edible","x","f","n","t","n","f","c","b","u","t","s","s","p","g","p","w","o","p","k","v","d"
"poison","k","y","n","f","s","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","l"
"edible","b","y","y","t","l","f","c","b","k","e","s","s","w","w","p","w","o","p","n","n","m"
"poison","x","s","w","f","c","f","c","n","u","e","s","s","w","w","p","w","o","p","k","v","d"
"poison","f","y","e","f","y","f","c","n","b","t","k","k","w","w","p","w","o","e","w","v","l"
"poison","k","y","e","f","s","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","d"
"poison","f","s","b","t","n","f","c","b","w","e","s","s","w","w","p","w","t","p","r","v","m"
"poison","f","y","g","f","f","f","c","b","p","e","k","k","p","n","p","w","o","l","h","y","g"
"poison","x","f","g","f","f","f","c","b","g","e","k","k","b","p","p","w","o","l","h","y","d"
"poison","f","y","n","t","p","f","c","n","n","e","s","s","w","w","p","w","o","p","n","s","u"
"edible","f","y","n","t","n","f","c","b","w","t","s","s","w","w","p","w","o","p","n","y","d"
"edible","x","s","g","f","n","f","w","b","n","t","s","s","w","w","p","w","o","e","k","a","g"
"poison","f","s","w","t","f","f","c","b","w","t","f","s","w","w","p","w","o","p","h","v","u"
"edible","b","y","y","t","a","f","c","b","n","e","s","s","w","w","p","w","o","p","n","n","m"
"poison","x","f","y","f","f","f","c","b","g","e","k","k","n","n","p","w","o","l","h","y","d"
"poison","k","y","e","f","y","f","c","n","b","t","s","k","p","w","p","w","o","e","w","v","d"
"poison","x","y","e","f","y","f","c","n","b","t","k","s","w","p","p","w","o","e","w","v","d"
"edible","f","f","w","f","n","f","w","b","h","t","f","s","w","w","p","w","o","e","n","s","g"
"poison","x","s","g","f","c","f","c","n","g","e","s","s","w","w","p","w","o","p","n","s","d"
"poison","x","y","y","f","f","f","c","b","p","e","k","k","p","p","p","w","o","l","h","v","p"
"edible","x","f","g","f","n","f","w","b","n","t","s","s","w","w","p","w","o","e","n","a","g"
"edible","x","y","e","t","n","f","c","b","w","t","s","s","p","w","p","w","o","p","k","y","d"
"poison","x","s","n","f","f","f","c","n","b","t","k","k","p","w","p","w","o","e","w","v","l"
"edible","x","s","n","f","n","a","c","b","y","e","s","s","o","o","p","o","o","p","n","v","l"
"edible","x","f","e","t","n","f","c","b","n","t","s","s","w","p","p","w","o","p","n","v","d"
"edible","x","s","g","f","n","f","w","b","h","t","f","f","w","w","p","w","o","e","k","a","g"
"edible","x","s","w","f","n","f","w","b","k","t","f","s","w","w","p","w","o","e","k","a","g"
"poison","x","y","y","f","f","f","c","b","h","e","k","k","n","p","p","w","o","l","h","y","p"
"poison","k","y","n","f","y","f","c","n","b","t","s","s","w","p","p","w","o","e","w","v","d"
"poison","x","s","n","f","f","f","c","n","b","t","s","k","w","p","p","w","o","e","w","v","p"
"edible","f","s","w","f","n","f","w","b","k","t","f","f","w","w","p","w","o","e","n","s","g"
"poison","k","y","y","f","n","f","c","n","w","e","k","y","w","n","p","w","o","e","w","v","d"
"edible","f","s","w","f","n","f","w","b","p","t","f","f","w","w","p","w","o","e","k","a","g"
"edible","x","s","n","f","n","f","w","b","k","t","f","f","w","w","p","w","o","e","n","s","g"
"poison","f","y","e","f","f","f","c","n","b","t","k","k","p","w","p","w","o","e","w","v","d"
"edible","f","f","g","t","n","f","c","b","p","t","s","s","p","p","p","w","o","p","k","y","d"
"poison","f","y","e","f","f","f","c","n","b","t","s","s","w","w","p","w","o","e","w","v","d"
"edible","b","s","w","f","n","f","w","b","w","e","k","s","w","w","p","w","t","p","w","s","g"
"poison","x","y","e","f","y","f","c","n","b","t","s","k","w","p","p","w","o","e","w","v","p"
"poison","k","s","e","f","y","f","c","n","b","t","k","s","w","p","p","w","o","e","w","v","l"
"edible","f","s","n","t","n","f","c","b","e","e","s","s","e","w","p","w","t","e","w","c","w"
"edible","x","s","g","f","n","f","w","b","k","t","s","f","w","w","p","w","o","e","k","a","g"
"edible","k","s","w","f","n","f","w","b","g","e","s","s","w","w","p","w","t","p","w","s","g"
"poison","x","s","g","t","f","f","c","b","p","t","f","f","w","w","p","w","o","p","h","v","u"
"edible","f","s","g","f","n","f","w","b","n","t","f","s","w","w","p","w","o","e","n","s","g"
"edible","x","f","e","t","n","f","c","b","n","t","s","s","w","w","p","w","o","p","n","v","d"
"poison","k","y","e","f","y","f","c","n","b","t","k","s","w","w","p","w","o","e","w","v","d"
"poison","x","y","n","f","s","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","p"
"edible","x","f","g","f","n","f","c","n","n","e","s","s","w","w","p","w","o","p","n","v","u"
"edible","f","y","n","t","n","f","c","b","n","t","s","s","w","w","p","w","o","p","k","y","d"
"poison","f","f","g","f","f","f","c","b","h","e","k","k","n","p","p","w","o","l","h","v","p"
"edible","x","y","g","t","n","f","c","b","n","t","s","s","p","p","p","w","o","p","n","v","d"
"poison","x","s","n","t","p","f","c","n","n","e","s","s","w","w","p","w","o","p","k","s","g"
"edible","f","s","b","t","n","f","c","b","w","e","s","s","e","w","p","w","t","e","w","c","w"
"poison","x","s","e","f","y","f","c","n","b","t","s","k","p","p","p","w","o","e","w","v","l"
"edible","x","f","g","f","n","f","w","b","g","e","s","k","w","w","p","w","t","p","w","s","g"
"poison","x","y","n","f","n","f","c","n","w","e","k","y","w","n","p","w","o","e","w","v","d"
"edible","x","y","g","t","n","f","c","b","u","t","s","s","p","w","p","w","o","p","k","v","d"
"edible","f","f","n","t","n","f","c","b","n","t","s","s","w","w","p","w","o","p","k","v","d"
"edible","x","y","e","t","n","f","c","b","u","t","s","s","g","p","p","w","o","p","n","y","d"
"poison","f","s","w","t","p","f","c","n","w","e","s","s","w","w","p","w","o","p","n","s","g"
"edible","f","s","n","f","n","f","w","b","n","t","f","s","w","w","p","w","o","e","n","a","g"
"edible","f","f","n","f","n","f","w","b","h","t","f","f","w","w","p","w","o","e","n","a","g"
"edible","x","y","g","t","n","f","c","b","p","t","s","s","g","g","p","w","o","p","k","y","d"
"poison","f","f","g","f","f","f","c","b","g","e","k","k","p","b","p","w","o","l","h","y","d"
"edible","f","f","g","f","n","f","w","b","k","t","s","f","w","w","p","w","o","e","n","s","g"
"edible","f","f","g","t","n","f","c","b","w","t","s","s","p","w","p","w","o","p","n","y","d"
"poison","x","s","n","f","s","f","c","n","b","t","k","s","w","p","p","w","o","e","w","v","l"
"poison","f","y","y","f","f","f","c","b","h","e","k","k","b","n","p","w","o","l","h","v","d"
"edible","x","y","n","t","l","f","c","b","p","e","s","y","w","w","p","w","o","p","k","s","g"
"edible","x","y","e","t","n","f","c","b","w","t","s","s","p","p","p","w","o","p","k","v","d"
"edible","x","y","w","t","a","f","c","b","n","e","s","s","w","w","p","w","o","p","n","s","m"
"edible","f","f","g","t","n","f","c","b","p","t","s","s","w","g","p","w","o","p","n","y","d"
"poison","x","y","n","f","s","f","c","n","b","t","k","s","w","p","p","w","o","e","w","v","d"
"edible","f","f","e","t","n","f","c","b","w","t","s","s","w","p","p","w","o","p","k","v","d"
"edible","f","y","y","t","l","f","c","b","w","e","s","y","w","w","p","w","o","p","n","s","g"
"edible","b","s","w","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","k","s","g"
"poison","f","s","b","t","f","f","c","b","p","t","f","f","w","w","p","w","o","p","h","v","u"
"edible","f","f","e","t","n","f","c","b","u","t","s","s","g","w","p","w","o","p","k","v","d"
"edible","f","f","e","t","n","f","c","b","u","t","s","s","w","w","p","w","o","p","k","v","d"
"edible","x","f","n","t","n","f","c","b","n","t","s","s","g","w","p","w","o","p","k","v","d"
"poison","k","s","n","f","s","f","c","n","b","t","s","k","p","w","p","w","o","e","w","v","l"
"edible","f","y","r","f","n","f","c","n","h","e","s","f","w","w","p","w","o","f","h","y","d"
"edible","x","y","g","t","n","f","c","b","w","t","s","s","w","g","p","w","o","p","n","v","d"
"edible","b","s","y","t","l","f","c","b","g","e","s","s","w","w","p","w","o","p","n","n","m"
"edible","x","f","g","t","n","f","c","b","n","t","s","s","p","g","p","w","o","p","n","v","d"
"edible","x","s","w","t","a","f","c","b","g","e","s","s","w","w","p","w","o","p","n","n","m"
"poison","x","f","g","f","f","f","c","b","h","e","k","k","p","n","p","w","o","l","h","v","p"
"edible","b","y","w","t","a","f","c","b","n","e","s","s","w","w","p","w","o","p","k","n","g"
"poison","f","y","b","t","n","f","c","b","r","e","s","s","w","w","p","w","t","p","r","v","m"
"edible","x","f","g","t","n","f","c","b","p","t","s","s","g","g","p","w","o","p","n","y","d"
"poison","c","y","w","t","n","f","w","n","w","e","s","s","w","w","p","w","o","p","w","c","l"
"edible","x","s","g","f","n","f","w","b","k","t","f","s","w","w","p","w","o","e","n","a","g"
"edible","f","f","g","t","n","f","c","b","n","t","s","s","g","g","p","w","o","p","k","v","d"
"poison","x","y","g","f","f","f","c","b","h","e","k","k","n","b","p","w","o","l","h","v","d"
"poison","f","s","b","t","f","f","c","b","p","t","s","f","w","w","p","w","o","p","h","s","u"
"poison","x","y","y","f","f","f","c","b","h","e","k","k","p","n","p","w","o","l","h","v","d"
"poison","x","s","n","t","p","f","c","n","k","e","s","s","w","w","p","w","o","p","n","s","g"
"edible","f","f","w","t","l","f","w","n","p","t","s","s","w","w","p","w","o","p","n","v","d"
"poison","k","s","e","f","s","f","c","n","b","t","s","s","w","w","p","w","o","e","w","v","l"
"edible","f","f","y","t","a","f","w","n","n","t","s","s","w","w","p","w","o","p","n","v","d"
"poison","x","y","y","f","f","f","c","b","h","e","k","k","b","b","p","w","o","l","h","y","d"
"edible","f","y","e","t","n","f","c","b","p","t","s","s","p","g","p","w","o","p","n","v","d"
"poison","f","s","w","t","n","f","c","b","w","e","s","s","w","w","p","w","t","p","r","v","g"
"poison","f","y","w","t","p","f","c","n","k","e","s","s","w","w","p","w","o","p","k","s","u"
"edible","x","s","e","t","n","f","c","b","e","e","s","s","w","w","p","w","t","e","w","c","w"
"edible","x","y","e","t","n","f","c","b","u","t","s","s","p","p","p","w","o","p","k","v","d"
"poison","f","y","g","f","f","f","c","b","p","e","k","k","p","n","p","w","o","l","h","v","g"
"poison","x","s","e","f","s","f","c","n","b","t","s","k","w","p","p","w","o","e","w","v","l"
"poison","f","y","y","f","f","f","c","b","h","e","k","k","p","b","p","w","o","l","h","y","g"
"edible","x","f","e","t","n","f","c","b","u","t","s","s","p","p","p","w","o","p","n","v","d"
"poison","x","s","b","t","f","f","c","b","h","t","f","f","w","w","p","w","o","p","h","v","g"
"poison","f","s","e","f","y","f","c","n","b","t","k","s","p","w","p","w","o","e","w","v","p"
"edible","x","f","w","f","n","f","w","b","h","t","f","f","w","w","p","w","o","e","k","a","g"
"poison","f","y","g","f","f","f","c","b","g","e","k","k","p","p","p","w","o","l","h","v","p"
"poison","f","s","b","t","f","f","c","b","w","t","f","s","w","w","p","w","o","p","h","v","u"
"poison","k","s","e","f","f","f","c","n","b","t","s","s","p","p","p","w","o","e","w","v","p"
"edible","x","s","e","t","n","f","c","b","w","e","s","s","e","w","p","w","t","e","w","c","w"
"poison","f","y","n","f","f","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","d"
"edible","f","y","n","t","l","f","c","b","w","e","s","y","w","w","p","w","o","p","k","y","p"
"edible","x","f","e","t","n","f","c","b","u","t","s","s","p","w","p","w","o","p","k","y","d"
"edible","f","f","g","f","n","f","w","b","k","t","f","f","w","w","p","w","o","e","k","a","g"
"poison","x","s","g","t","f","f","c","b","p","t","s","f","w","w","p","w","o","p","h","s","g"
"poison","b","s","b","t","n","f","c","b","r","e","s","s","w","w","p","w","t","p","r","v","g"
"poison","f","f","y","f","n","f","c","n","w","e","k","y","w","n","p","w","o","e","w","v","d"
"edible","x","f","g","f","n","f","c","n","n","e","s","s","w","w","p","w","o","p","k","v","u"
"edible","x","s","w","f","n","f","w","b","k","t","s","f","w","w","p","w","o","e","n","a","g"
"poison","f","s","e","f","s","f","c","n","b","t","k","s","p","w","p","w","o","e","w","v","d"
"edible","f","f","e","t","n","f","c","b","w","t","s","s","g","p","p","w","o","p","n","v","d"
"poison","k","y","e","f","f","f","c","n","b","t","k","s","w","w","p","w","o","e","w","v","d"
"poison","x","s","w","t","p","f","c","n","k","e","s","s","w","w","p","w","o","p","n","s","g"
"edible","x","y","n","t","n","f","c","b","u","t","s","s","w","g","p","w","o","p","n","y","d"
"poison","x","y","y","f","f","f","c","b","g","e","k","k","n","p","p","w","o","l","h","y","g"
"poison","x","y","w","t","p","f","c","n","p","e","s","s","w","w","p","w","o","p","k","v","u"
"poison","x","y","y","f","f","f","c","b","g","e","k","k","b","p","p","w","o","l","h","y","d"
"poison","x","f","g","f","f","f","c","b","p","e","k","k","n","n","p","w","o","l","h","y","d"
"poison","k","y","n","f","f","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","p"
"edible","f","y","n","t","n","f","c","b","n","t","s","s","g","g","p","w","o","p","k","v","d"
"poison","f","y","y","f","f","f","c","b","g","e","k","k","n","p","p","w","o","l","h","v","d"
"edible","f","f","e","t","n","f","c","b","p","t","s","s","p","g","p","w","o","p","n","v","d"
"edible","x","f","g","f","n","f","w","b","w","e","s","s","w","w","p","w","t","p","w","s","g"
"edible","k","s","n","t","n","f","c","b","w","e","s","s","e","w","p","w","t","e","w","c","w"
"poison","x","s","e","f","s","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","p"
"edible","f","f","n","t","n","f","c","b","w","t","s","s","g","p","p","w","o","p","k","v","d"
"edible","x","y","g","t","n","f","c","b","w","t","s","s","g","g","p","w","o","p","n","y","d"
"poison","x","f","g","f","f","f","c","b","g","e","k","k","p","b","p","w","o","l","h","v","d"
"edible","x","f","g","f","n","f","w","b","n","t","f","f","w","w","p","w","o","e","n","a","g"
"poison","x","f","p","f","c","f","c","n","g","e","s","s","w","w","p","w","o","p","k","v","d"
"poison","k","y","n","f","f","f","c","n","b","t","s","k","w","p","p","w","o","e","w","v","l"
"edible","k","s","g","f","n","f","w","b","p","e","k","s","w","w","p","w","t","p","w","n","g"
"edible","k","s","w","f","n","f","w","b","w","e","s","s","w","w","p","w","t","p","w","n","g"
"edible","k","s","n","f","n","f","c","b","w","e","y","y","n","n","p","w","t","p","w","y","d"
"poison","x","f","g","f","f","f","c","b","h","e","k","k","b","p","p","w","o","l","h","v","p"
"edible","f","y","g","t","n","f","c","b","p","t","s","s","g","g","p","w","o","p","k","v","d"
"poison","k","s","n","f","y","f","c","n","b","t","s","k","w","w","p","w","o","e","w","v","l"
"poison","f","s","n","f","y","f","c","n","b","t","k","k","w","w","p","w","o","e","w","v","l"
"poison","x","f","w","f","c","f","c","n","u","e","s","s","w","w","p","w","o","p","k","v","d"
"edible","x","y","y","t","a","f","c","b","g","e","s","s","w","w","p","w","o","p","k","s","m"
"poison","f","y","y","f","f","f","c","b","h","e","k","k","b","b","p","w","o","l","h","y","g"
"edible","x","f","n","t","n","f","c","b","w","t","s","s","w","g","p","w","o","p","k","y","d"
"poison","x","y","g","f","f","f","c","b","h","e","k","k","p","b","p","w","o","l","h","y","d"
"edible","x","s","g","f","n","f","w","b","p","t","s","s","w","w","p","w","o","e","n","a","g"
"edible","x","f","n","f","n","f","w","b","h","t","f","f","w","w","p","w","o","e","n","s","g"
"poison","k","y","e","f","s","f","c","n","b","t","k","s","w","p","p","w","o","e","w","v","p"
"edible","f","f","n","f","n","f","w","b","p","t","s","s","w","w","p","w","o","e","k","s","g"
"edible","x","y","n","t","n","f","c","b","n","t","s","s","p","p","p","w","o","p","k","v","d"
"poison","x","y","g","f","f","f","c","b","p","e","k","k","b","b","p","w","o","l","h","y","g"
"edible","b","y","w","t","a","f","c","b","w","e","s","s","w","w","p","w","o","p","n","n","g"
"poison","x","f","g","f","f","f","c","b","h","e","k","k","n","b","p","w","o","l","h","y","d"
"poison","k","y","n","f","f","f","c","n","b","t","s","s","w","p","p","w","o","e","w","v","p"
"poison","f","f","y","f","f","f","c","b","p","e","k","k","n","b","p","w","o","l","h","y","p"
"edible","x","f","g","t","n","f","c","b","w","t","s","s","p","p","p","w","o","p","n","v","d"
"poison","x","y","g","f","f","f","c","b","h","e","k","k","n","p","p","w","o","l","h","y","p"
"edible","x","f","n","f","n","f","w","b","n","t","f","f","w","w","p","w","o","e","k","s","g"
"edible","f","s","g","f","n","f","w","b","k","t","s","f","w","w","p","w","o","e","k","s","g"
"edible","x","y","e","t","n","f","c","b","n","t","s","s","w","p","p","w","o","p","n","v","d"
"edible","f","f","c","f","n","f","w","n","w","e","s","s","w","n","p","w","o","e","w","v","l"
"edible","b","s","n","f","n","a","c","b","o","e","s","s","o","o","p","o","o","p","y","c","l"
"edible","x","f","e","t","n","f","c","b","n","t","s","s","w","g","p","w","o","p","k","v","d"
"edible","x","s","g","f","n","f","w","b","h","t","f","s","w","w","p","w","o","e","k","a","g"
"edible","f","f","e","t","n","f","c","b","w","t","s","s","g","w","p","w","o","p","n","v","d"
"edible","f","f","e","t","n","f","c","b","p","t","s","s","w","g","p","w","o","p","n","y","d"
"edible","f","f","g","f","n","f","w","b","k","t","f","s","w","w","p","w","o","e","k","a","g"
"poison","f","f","g","f","f","f","c","b","g","e","k","k","n","n","p","w","o","l","h","v","d"
"edible","x","s","n","t","n","f","c","b","w","e","s","s","w","w","p","w","t","p","w","y","p"
"edible","f","y","e","t","n","f","c","b","p","t","s","s","p","w","p","w","o","p","n","y","d"
"poison","f","s","n","f","y","f","c","n","b","t","s","s","p","p","p","w","o","e","w","v","p"
"edible","x","f","w","f","n","f","w","b","p","t","f","s","w","w","p","w","o","e","n","a","g"
"poison","x","s","e","f","y","f","c","n","b","t","k","k","w","p","p","w","o","e","w","v","l"
"poison","k","y","e","f","s","f","c","n","b","t","s","s","w","w","p","w","o","e","w","v","p"
"poison","x","f","y","f","f","f","c","b","p","e","k","k","n","b","p","w","o","l","h","y","g"
"edible","x","f","e","t","n","f","c","b","n","t","s","s","p","w","p","w","o","p","k","y","d"
"poison","x","s","e","f","y","f","c","n","b","t","s","k","p","w","p","w","o","e","w","v","p"
"poison","f","s","n","f","s","f","c","n","b","t","k","k","p","p","p","w","o","e","w","v","l"
"poison","f","y","g","f","f","f","c","b","p","e","k","k","b","b","p","w","o","l","h","v","d"
"poison","f","f","y","f","f","f","c","b","g","e","k","k","b","p","p","w","o","l","h","y","g"
"edible","f","y","e","t","n","f","c","b","w","t","s","s","w","g","p","w","o","p","k","v","d"
"poison","x","f","y","f","f","f","c","b","g","e","k","k","p","p","p","w","o","l","h","v","g"
"poison","f","y","g","f","f","f","c","b","h","e","k","k","b","p","p","w","o","l","h","v","d"
"poison","x","s","n","t","p","f","c","n","p","e","s","s","w","w","p","w","o","p","n","s","g"
"edible","x","f","e","t","n","f","c","b","u","t","s","s","w","g","p","w","o","p","k","y","d"
"edible","x","s","n","f","n","f","w","b","n","t","f","s","w","w","p","w","o","e","k","a","g"
"poison","x","f","y","f","f","f","c","b","p","e","k","k","p","p","p","w","o","l","h","v","p"
"poison","f","s","w","t","p","f","c","n","n","e","s","s","w","w","p","w","o","p","k","v","u"
"poison","f","f","y","f","f","f","c","b","g","e","k","k","n","n","p","w","o","l","h","y","d"
"poison","k","s","e","f","y","f","c","n","b","t","s","s","w","w","p","w","o","e","w","v","p"
"edible","x","s","w","t","a","f","w","n","p","t","s","s","w","w","p","w","o","p","u","v","d"
"edible","x","y","n","t","n","f","c","b","p","t","s","s","w","g","p","w","o","p","k","y","d"
"edible","f","y","n","t","a","f","c","b","w","e","s","y","w","w","p","w","o","p","k","y","p"
"edible","b","s","w","f","n","f","w","b","w","e","k","s","w","w","p","w","t","p","w","n","g"
