result,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poison,f,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,u
poison,f,s,w,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,g
poison,b,s,b,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,m
poison,b,s,p,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
poison,f,s,w,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,g
edible,x,y,n,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
poison,x,y,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l
poison,x,y,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,g
edible,x,s,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
poison,x,y,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
poison,x,s,b,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,u
poison,f,s,p,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g
poison,x,y,n,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
poison,x,s,w,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,u
poison,f,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,u
edible,f,y,r,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d
poison,f,s,w,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,g
poison,f,s,w,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,u
edible,x,y,w,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,v,d
poison,x,y,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
edible,k,y,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
poison,x,y,n,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
poison,x,y,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
poison,x,s,b,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,u
edible,f,y,r,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d
poison,b,s,p,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g
poison,x,s,b,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,u
edible,f,y,c,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
edible,x,y,u,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d
poison,x,s,b,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,u
edible,x,y,w,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,v,d
poison,x,y,n,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
edible,x,s,p,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
poison,f,s,p,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,m
poison,f,y,n,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
poison,f,y,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,p
poison,f,s,w,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,g
poison,x,y,g,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,v,g
edible,f,y,e,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
poison,f,s,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g
poison,b,s,p,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
poison,x,y,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
poison,x,s,b,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,u
poison,x,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,y,p
poison,b,y,w,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g
edible,f,y,n,f,n,f,w,n,w,e,s,f,w,n,p,w,o,e,w,v,l
poison,f,f,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,g
poison,f,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,p
poison,f,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,g
poison,x,s,g,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,u
poison,x,y,e,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
poison,x,y,y,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
poison,x,y,n,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
poison,f,s,w,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,g
poison,f,f,g,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,g
edible,f,f,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l
poison,x,s,g,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,g
poison,f,s,b,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,u
edible,f,s,e,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
poison,x,s,b,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,u
poison,f,y,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,d
poison,x,y,n,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
poison,f,s,w,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,v,g
poison,f,s,g,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,g
poison,f,y,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,g
edible,f,f,c,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l
poison,x,y,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
edible,k,y,e,t,n,f,c,b,e,e,s,s,w,e,p,w,t,e,w,c,w
poison,x,y,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
poison,f,s,w,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,g
poison,x,y,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
edible,x,s,n,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
poison,f,y,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,p
poison,x,s,w,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,u
edible,f,s,e,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
poison,f,y,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,d
poison,f,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,d
edible,f,y,e,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
poison,f,s,g,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,g
edible,k,s,n,t,n,f,c,b,e,e,s,s,e,w,p,w,t,e,w,c,w
poison,f,y,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,d
poison,x,s,w,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,g
poison,x,y,n,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
poison,f,y,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,g
poison,f,y,w,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
poison,x,y,n,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
edible,f,y,w,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,v,d
edible,x,y,w,f,n,f,c,n,h,e,s,f,w,w,p,w,o,f,h,y,d
poison,x,y,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
poison,f,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,u
edible,x,y,u,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,v,d
poison,f,s,w,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g
poison,x,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,d
poison,f,s,g,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,g
poison,f,y,y,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,p
poison,x,f,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,g
poison,f,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,d
poison,x,s,g,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,g
edible,f,y,r,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,v,d
poison,f,s,w,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,g
edible,k,s,n,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
poison,x,y,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
poison,x,s,g,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,s,g
poison,f,y,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,g
poison,b,s,w,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
poison,x,y,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,d
poison,b,s,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,m
poison,f,f,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,g
poison,x,y,g,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,d
edible,x,y,e,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
edible,k,s,b,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
poison,x,y,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
edible,x,s,e,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
poison,f,s,b,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,m
edible,f,s,n,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
poison,x,y,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
edible,f,y,b,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
poison,x,s,g,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,u
poison,f,s,b,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g
poison,x,y,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l
poison,x,y,e,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
poison,f,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,g
poison,x,y,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
poison,x,y,n,f,s,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
poison,f,s,g,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,u
edible,x,y,p,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
edible,x,y,u,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d
poison,f,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,p
poison,x,s,g,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,g
poison,x,y,n,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
poison,f,s,g,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,u
poison,x,s,b,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,g
poison,x,f,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,y,g
poison,b,s,w,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
edible,k,y,n,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
poison,x,y,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
poison,f,y,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,v,p
edible,x,y,b,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
poison,x,s,b,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,g
poison,f,s,g,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,u
poison,f,s,b,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,u
poison,f,y,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,y,d
poison,x,y,n,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
poison,f,s,w,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,u
edible,k,y,n,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
edible,x,s,e,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
edible,x,y,w,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,v,d
poison,f,s,b,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,u
poison,f,s,g,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,s,u
edible,f,s,e,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
poison,f,y,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g
poison,x,y,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
poison,f,s,w,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g
poison,f,y,g,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,d
edible,x,f,n,f,n,f,w,n,w,e,s,s,w,n,p,w,o,e,w,v,l
poison,f,y,y,f,f,f,c,b,p,e,k,k,b,n,p,w,o,l,h,y,d
poison,x,s,w,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,u
edible,x,s,b,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
edible,x,s,p,t,n,f,c,b,w,e,s,s,w,e,p,w,t,e,w,c,w
poison,x,s,g,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,g
poison,f,f,g,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,p
poison,x,s,w,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,g
poison,x,f,y,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,v,p
poison,f,s,w,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,u
edible,k,y,n,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
edible,x,y,p,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
poison,f,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,y,g
edible,f,y,b,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
edible,x,s,e,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
poison,x,s,g,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,u
poison,f,s,b,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,u
poison,f,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,p
poison,x,s,b,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,u
poison,f,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,g
poison,f,y,y,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,g
poison,f,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,d
poison,f,y,g,f,f,f,c,b,h,e,k,k,n,p,p,w,o,l,h,y,p
poison,f,f,g,f,f,f,c,b,g,e,k,k,b,n,p,w,o,l,h,v,p
poison,b,s,p,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m
poison,x,y,n,f,f,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,l
poison,b,s,w,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g
edible,x,y,n,t,n,f,c,b,w,e,s,s,w,w,p,w,t,e,w,c,w
poison,x,y,n,f,y,f,c,n,b,t,s,s,p,w,p,w,o,e,w,v,p
poison,x,y,n,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,p
poison,x,y,n,f,f,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,p
poison,f,s,b,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,g
poison,b,y,y,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
poison,x,s,g,t,f,f,c,b,w,t,f,f,w,w,p,w,o,p,h,v,u
edible,f,y,p,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
edible,k,s,p,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
edible,f,y,n,t,n,f,c,b,w,e,s,s,e,e,p,w,t,e,w,c,w
poison,b,y,p,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m
poison,x,s,g,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,g
poison,x,s,g,t,f,f,c,b,p,t,s,s,w,w,p,w,o,p,h,s,g
poison,x,f,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,g
poison,x,y,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p
poison,f,y,b,t,n,f,c,b,w,e,s,s,w,w,p,w,t,p,r,v,g
poison,x,s,b,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,v,u
poison,b,s,b,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
edible,f,y,w,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d
edible,x,y,n,f,n,f,w,n,w,e,f,s,w,n,p,w,o,e,w,v,l
poison,x,f,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,v,p
poison,f,s,b,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,g
poison,f,y,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,g
edible,k,s,e,t,n,f,c,b,e,e,s,s,e,e,p,w,t,e,w,c,w
poison,f,f,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,p
poison,b,f,n,f,n,f,c,n,w,e,k,y,w,n,p,w,o,e,w,v,d
poison,x,y,n,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
poison,f,y,y,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,d
poison,x,y,y,f,f,f,c,b,g,e,k,k,n,b,p,w,o,l,h,y,g
poison,x,s,g,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g
poison,x,y,n,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
edible,x,y,n,t,n,f,c,b,w,e,s,s,e,w,p,w,t,e,w,c,w
edible,f,y,n,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
poison,f,y,b,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g
poison,k,f,n,f,n,f,c,n,w,e,k,y,w,y,p,w,o,e,w,v,d
poison,f,y,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,g
poison,x,y,n,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,p
poison,f,f,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,d
poison,f,f,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,d
poison,x,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,g
edible,x,y,r,f,n,f,c,n,u,e,s,f,w,w,p,w,o,f,h,y,d
poison,x,y,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
poison,f,s,p,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,m
poison,x,y,e,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
poison,f,s,b,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,g
poison,x,s,b,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,v,u
edible,k,s,e,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
poison,f,s,b,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,g
edible,x,f,n,f,n,f,w,n,w,e,f,f,w,n,p,w,o,e,w,v,l
poison,f,y,y,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,v,d
edible,f,y,w,f,n,f,c,n,w,e,s,f,w,w,p,w,o,f,h,y,d
poison,f,s,w,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,u
poison,f,s,p,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
poison,f,y,y,f,f,f,c,b,p,e,k,k,p,n,p,w,o,l,h,y,d
poison,f,s,g,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,g
poison,x,y,n,f,f,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l
poison,f,y,y,f,f,f,c,b,g,e,k,k,b,b,p,w,o,l,h,v,g
poison,f,s,g,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,s,g
poison,f,s,w,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,s,u
poison,x,y,n,f,s,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
poison,f,f,y,f,f,f,c,b,p,e,k,k,n,n,p,w,o,l,h,y,d
poison,x,y,n,f,f,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,d
poison,b,y,b,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g
poison,f,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,g
poison,x,y,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,l
poison,x,y,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,d
edible,k,y,b,t,n,f,c,b,e,e,s,s,w,w,p,w,t,e,w,c,w
edible,x,y,w,f,n,f,c,n,p,e,s,f,w,w,p,w,o,f,h,y,d
poison,f,s,b,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,u
poison,f,y,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,y,g
poison,x,y,e,f,f,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,p
poison,f,s,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
poison,x,y,e,f,f,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,d
poison,x,s,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
poison,f,y,n,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,p
poison,f,y,e,f,s,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,d
poison,k,y,n,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,l
poison,f,y,e,f,y,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,p
poison,x,s,e,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,l
poison,f,y,n,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
poison,f,y,e,f,f,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
poison,x,s,e,f,s,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
poison,x,s,n,f,s,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,l
poison,f,s,e,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,d
poison,f,s,e,f,y,f,c,n,b,t,k,k,w,p,p,w,o,e,w,v,l
poison,f,y,e,f,f,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
poison,f,y,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
poison,f,y,n,f,f,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,p
poison,x,y,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d
poison,k,s,n,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,p
poison,x,s,n,f,f,f,c,n,b,t,s,s,w,w,p,w,o,e,w,v,l
poison,f,s,e,f,y,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,d
poison,f,y,e,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
poison,k,s,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,p
poison,f,y,e,f,y,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
poison,x,s,n,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
poison,f,s,e,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
poison,f,s,n,f,y,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,l
poison,f,y,e,f,s,f,c,n,b,t,k,s,p,p,p,w,o,e,w,v,d
poison,f,s,e,f,y,f,c,n,b,t,s,s,w,p,p,w,o,e,w,v,l
poison,f,s,n,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,p
poison,f,y,e,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
poison,x,s,e,f,s,f,c,n,b,t,k,k,p,w,p,w,o,e,w,v,l
poison,f,s,e,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,p
poison,x,s,n,f,s,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
poison,f,y,n,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
poison,x,y,e,f,f,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
poison,f,y,n,f,y,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
edible,b,s,n,f,n,a,c,b,y,e,s,s,o,o,p,n,o,p,n,c,l
poison,f,s,n,f,y,f,c,n,b,t,k,k,p,p,p,w,o,e,w,v,d
edible,x,s,n,f,n,a,c,b,o,e,s,s,o,o,p,n,o,p,n,v,l
poison,f,y,e,f,y,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
poison,f,y,n,f,s,f,c,n,b,t,k,s,p,w,p,w,o,e,w,v,l
poison,f,y,e,f,y,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,p
poison,f,s,n,f,y,f,c,n,b,t,k,s,w,w,p,w,o,e,w,v,l
poison,x,y,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l
poison,x,s,n,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
poison,f,s,n,f,s,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,d
poison,f,y,e,f,y,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,d
poison,f,s,n,f,f,f,c,n,b,t,k,k,w,w,p,w,o,e,w,v,d
poison,f,s,n,f,s,f,c,n,b,t,s,k,p,w,p,w,o,e,w,v,p
poison,f,s,n,f,f,f,c,n,b,t,s,k,w,w,p,w,o,e,w,v,l
poison,f,y,e,f,s,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d
poison,f,s,e,f,y,f,c,n,b,t,s,k,p,p,p,w,o,e,w,v,l
poison,x,y,e,f,f,f,c,n,b,t,s,k,w,p,p,w,o,e,w,v,l
poison,x,s,e,f,y,f,c,n,b,t,k,s,w,p,p,w,o,e,w,v,d
poison,f,s,e,f,f,f,c,n,b,t,s,s,p,p,p,w,o,e,w,v,d
